Artist,Title,Found on Spotify?,Spotify URI,Corrections
Robbie Basho,Priest Spring Jazz,Unknown,,
Earth Free,I Needed To Be In Love,Unknown,,
Dave Blosse,The Dutchman,Unknown,,
Illman Riley,Osprey,Unknown,,
Enrico Marcandalli,Giardini D’Oriente,Unknown,,
Ljubinka Radavanovic,Transcendental Dance,Unknown,,
Tom Smith,Gymnopedies No. 2,Unknown,,
Natchez Trace,The Night They Drove Old Dixie Down,Unknown,,
Symphonia Of Guitars,"The Good, The Bad, And The Ugly",Unknown,,
Norman Dean,High Noon,Unknown,,
Rod King,Two And A Half Yards Of Steel,Unknown,,
Gravel,Train Song,Unknown,,
Malcolm Price,State Of Arkansas,Unknown,,
Crowbait,When Are The Rains Gonna Fall,Unknown,,
Emmitt Till,Nightwalkin',Unknown,,
Bubblerock,(I Can't Get No) Satisfaction,Unknown,,
More Singing At The Count House,There’s No More Cane,Unknown,,
Orange Blossom Sound,Walkin’ Down The Line,Unknown,,
Paul Edwards,Play It Easy If You Want Me,Unknown,,
Hooky,Moonbeam,Unknown,,
Rod King,Killing Me Softly With His Song,Unknown,,
Freddie Pascoe,Take It,Unknown,,
Crowbait,Trade Winds,Unknown,,
Dickon Reed,Fennario,Unknown,,
John Lawson,Embryonic Journey,Unknown,,
Taverners Of Brighton,Goodnight - A Very Cellular Song,Unknown,,
Melvyn J. Willin,Flight Of The Magic Horse,Unknown,,
Steve Shorrock,Spilt Milk Lane,Unknown,,
Bill Morris & The Starlighters,You're My Gypsy,Unknown,,
The Enid With Malcolm Le Maistre,Fool,Unknown,,
Stoneferry,Workout / Bones Rag,Unknown,,
The Art Snobs,Steam,Unknown,,
P.T.A’s,The Little Sister,Unknown,,
"Sharon Whitbread, Fred",Lazeras,Unknown,,
Time Wasters,Seventh Wave,Unknown,,
Help Yourself,Reaffirmation,Unknown,,
Howard Nishioka,"Carnivourous Dogaramus (For San Francisco, Streets and Dogs)",Unknown,,
Elecampane,Water,Unknown,,
Biplane,Mary Monday,Unknown,,
David Bright & Sarah Farmer,Invalid,Unknown,,
Dolphin,Hey Joe,Unknown,,
Dolphin,The Actress,Unknown,,
C.t.a.-102,More Strangers,Unknown,,
Dolphin,Nobody Else (Said The Sad Spaceman),Unknown,,
Dolphin,The Glyderes,Unknown,,
Dolphin,Kong Hee Fat Choy,Unknown,,
Dolphin,Imagination Dancing,Unknown,,
No Hat Moon,Won't You Dance With Me ,Unknown,,
Dolphin,Dubby Dubby (Some Fun),Unknown,,
C.t.a.-102,A Thousand Days,Unknown,,
Dolphin,Molecules,Unknown,,
Dolphin,Street Angel,Unknown,,
Dolphin,Siht Si Taw,Unknown,,
Dolphin,Midnight,Unknown,,
Dolphin,Only Seventeen,Unknown,,
Dolphin,Top Of The Pops,Unknown,,
Margaret Wakely,Hard To Leave The Island,Unknown,,
Tim Hollier,Pour Toi,Unknown,,
Malcolm Price,Our Lady Of The Woods,Unknown,,
"Colin Wilkie, Shirley Hart",Central Ferry No. 2,Unknown,,
Jodi Stecher & Krishna Bhatt,Don’t Get Trouble On Your Mind,Unknown,,
Roy Williams Trinity,Don’t Be Cruel,Unknown,,
Flaming Star,Planetary Commentary,Unknown,,
Jumpleads,Poor Old Horse,Unknown,,
Tonight At Noon,"Drill Ye Tarriers, Drill",Unknown,,
Alan Draper & The Earth Magic Band,Marsupial Soda,Unknown,,
John Lewis Smith,I Wanna Be Your Toothbrush Baby ,Unknown,,
Jack Hardy,Ain’t Never Found A Good Woman,Unknown,,
Pisces,If The Truth Be Known,Unknown,,
Gene Estribou,You Know - The One You Played Saturday Night.,Unknown,,
Dave Maddison,Largo For Whales,Unknown,,
Brian Rapkin & Kelvin Jones,Where Was The Walrus When The Whale Was Wasting Away,Unknown,,
Plexus,John O' Dreams,Unknown,,
Amalgam,Tales Of Sadness,Unknown,,
Elton Dean's Ninesense,Nicrotto,Unknown,,
George Ohtsuka,Maracaibo Cornpone,Unknown,,
Bennie Maupin,The Jewel In The Lotus,Unknown,,
Hadley Caliman,Green Eyes,Unknown,,
Masahiko Togashi,Moving,Unknown,,
Abner Burnett,High Noon,Unknown,,
James Hendricks,Summer Rain,Unknown,,
Macko Palmer,Hurry Sundown,Unknown,,
Cyrus,Brother Friend,Unknown,,
Fraser & deBolt,Broad Daylight Woman,Unknown,,
Caroline Peyton,Brister,Unknown,,
Roy St. John,Slow Me Down,Unknown,,
Michael Holmes,Something I Ate,Unknown,,
Mark James,Blue Water,Unknown,,
Terry Melcher,Arkansas,Unknown,,
Luke Gibson,Did You Ever,Unknown,,
Roger Mason,Moi Je M’en Va,Unknown,,
Tim Buckley,Look At The Fool,Unknown,,
Bonnie Koloc,Another New Morn',Unknown,,
Bob Lucas,Easily,Unknown,,
"Bob Brown, Sandy Fisher, Ron Johnson",First Light,Unknown,,
Sally Townes,Slow Burning Candle,Unknown,,
Olivier Bloch-Lane,Vu D’en Bas,Unknown,,
Miller & Riley,How Long It’s Been,Unknown,,
Quicksand,"Empty Street, Empty Heart",Unknown,,
NazJazz,Changes,Unknown,,
Emmanuelle Parenin,"Plume Blanche, Plume Noire",Unknown,,
Chantal Weber,Ballade Aux Châtaignes Tombées,Unknown,,
Pupil Banda Perfil,Sem Querer,Unknown,,
"Wayne Canney, Tiger Rose",Sea,Unknown,,
Gordon Rose,Witches Of Reality,Unknown,,
Dennis Olivieri,I Cry Early In The Morning,Unknown,,
Jorge Galemire,Un Son,Unknown,,
Marcos Valle,Malena,Unknown,,
Vassilios Nikitakis,Sold,Unknown,,
Bobby Jameson,Okey Fanokey Baby,Unknown,,
Bobby Jameson,Too Many Mornings,Unknown,,
Bobby Jameson,Left Handed Bird (Demo),Unknown,,
Bobby Jameson,Norwegian Wood,Unknown,,
Bobby Jameson,All I Want Is My Baby,Unknown,,
Michele,Know Yourself,Unknown,,
Ray Whitley,Take Back Your Mind,Unknown,,
Bobby Jameson,Palo Alto,Unknown,,
Bobby Jameson,Candy Coloured Dragon,Unknown,,
Bobby Jameson,Girl From Vernon Mountain,Unknown,,
Jameson,See Dawn,Unknown,,
Bobby Jameson,The Weight,Unknown,,
Bobby Jameson,Don’t Think Twice Its Alright,Unknown,,
Bobby Jameson,Gotta' Find My Roogalator,Unknown,,
Jameson,Places Times And The People,Unknown,,
Jameson,Right By My Side,Unknown,,
Bobby Jameson,Aint That Loving You Baby,Unknown,,
Jameson,Who's Putting Who On,Unknown,,
Bobby Jameson,I’ll Be Your Baby Tonight,Unknown,,
Bobby Jameson,Low Down Funky Blues,Unknown,,
Bobby Jameson,Silver Nail,Unknown,,
Black Oney,Version Stormy Weather,Unknown,,
Black Oney,Jah Jah Send The Parson,Unknown,,
Latty,Can't Hide,Unknown,,
Paul Whiteman,Say So (Version),Unknown,,
Delinger,Freshly,Unknown,,
Tapper Zukie,Natty Dread On The Mountain Top,Unknown,,
Dennis Alcapone,Gorgon Youth,Unknown,,
Tapper Zukie,Double Struggle,Unknown,,
George Faith,Midnight Hour / Yaya,Unknown,,
Lloyd & Devon,Wolf Out Deh,Unknown,,
Lion Zion,Who Killed The Buffalo,Unknown,,
Jah Woosh,Show Us The Way,Unknown,,
Upsetters,Dub So,Unknown,,
Junior Dread,A Wah Dat,Unknown,,
Pampidoo,Woman A Yu Yard A The Best,Unknown,,
Papa Robert,Slick Chap,Unknown,,
Nihilist Spasm Band,Destroy The Nations Again,Unknown,,
Ash Ra Tempel,Light And Darkness,Unknown,,
My Indole Ring,Orange Float Petals,Unknown,,
Satya Sai Maitreya Kali,Color Fantasy,Unknown,,
Aubrey Small,Gardenia,Unknown,,
Robb Kunkel,O Light,Unknown,,
Keith Christmas,Travelling Down,Unknown,,
Marc Brierley,Welcome To The Citadel,Unknown,,
Bill Fay,Maudy La Lune,Unknown,,
Billy Nicholls,Winter Rose,Unknown,,
Nino Ferrer,Le Sud,Unknown,,
Mark Fry,Roses For Columbus,Unknown,,
"Bread, Love & Dreams",Amaryllis Pt.3: Light,Unknown,,
Agincourt,Barn Owl Blues,Unknown,,
Medicine Head,Just Like Tom Thumb's Blues (Live),Unknown,,
Children’s Dance,Harry Taussig,Unknown,,
Springtime In Azalea City,John Fahey,Unknown,,
Slide Guitar Foolin,Al Cook,Unknown,,
Eeee Minor,Gene Estribou & Jean-Paul Pickens,Unknown,,
Rose & Briar,George Cromarty,Unknown,,
Studie Number 3,Russell Potter,Unknown,,
The Dark In The Dish,Maurizio Angeletti,Unknown,,
Ferns,Maurizio Angeletti,Unknown,,
Ezra Fox,"Arvid Burman Smith, Jr",Unknown,,
Raga,Jim Ohlschmidt,Unknown,,
Carried Away,Carl Erdman,Unknown,,
John’s Slow Blues In ‘E,Jim Ohlschmidt,Unknown,,
"Wind’s Gonna Blow Your Blues Away, Poor Boy",Maurizio Angeletti,Unknown,,
Abner Burnett And The Burnouts,Call In The Buzzards,Unknown,,
Fruupp,Seaward Sunset,Unknown,,
Heron,This Old Heart Of Mine,Unknown,,
Meic Stevens,Yorric,Unknown,,
Marc Brierly,Rel’s Song,Unknown,,
Dando Shaft,River Boat,Unknown,,
Plank Road String Band,Cello (Fallen Rocks),Unknown,,
The Songwainers,Stormy,Unknown,,
Tool Shed,Angel In Her Walk,Unknown,,
The Masterminds,She Belongs To Me,Unknown,,
The Chocolate Watchband,I Ain't No Miracle Worker,Unknown,,
Painted Ship,And She Said Yes,Unknown,,
Forever Amber,My Friend,Unknown,,
Rick Jarrard,High Coin,Unknown,,
Storybook People,Do You Believe (1394),Unknown,,
Dino Valente,Shame On You Babe,Unknown,,
Anthony Dare’s Progress,Devil,Unknown,,
Blue Cheer,Black Sun,Unknown,,
Chris Lucey,Girl From Vernon Mt.,Unknown,,
Dick Domane,Bad Dream,Unknown,,
Paul Martin,It Happened,Unknown,,
Helium,Don’t Think Twice,Unknown,,
Johnny’s Guitar,Suppanahong,Unknown,,
German Oak,Rise Of The Swastika,Unknown,,
Paternoster,Paternoster,Unknown,,
International Harvester,Skördetiden (Harvest Time),Unknown,,
Abner Burnett,Hindu Pickin' Cowboy,Unknown,,
High Mountain Hoedown,Blackberries,Unknown,,
Eve,I've Got A Secret,Unknown,,
Hapshash And The Coloured Coat,Blue Narcissus,Unknown,,
Medicine Head,Call On Your Saviour (And Sing With The Drum),Unknown,,
Robbie Basho,Dance Collinda,Unknown,,
Suni McGrath,"Hallelujah, I Belong To The Band",Unknown,,
Gary Burton,Faded Love,Unknown,,
"Norman Blake, Tut Taylor, Sam Bush, Butch Robins, Vassar Clements, David Holland, Jethro Burns",Sauerkraut 'N Solar Energy,Unknown,,
Stoney Lonesome,Everybodies Talkin,Unknown,,
Homegas,It's Time,Unknown,,
Abner Burnett,Ivory Thighs,Unknown,,
Mickey Newbury,You're Not My Same Sweet Baby,Unknown,,
Bob Carpenter,First Light,Unknown,,
Steve Young,Coyote,Unknown,,
George Winston,Song,Unknown,,
"Roy Harvey, Jess Johnson",Guitar Rag,Unknown,,
Mississippi Sheiks,Sitting On Top Of The World,Unknown,,
Leslie-Ann Beldamme,The One I Love,Unknown,,
Dean Davis,Maria,Unknown,,
John Golding,All My Words Were Taken Away ,Unknown,,
Mike Heron,Maker Of Islands,Unknown,,
Dorothy Carter,"Waillee, Waillee",Unknown,,
Pat Kilroy,Cancereal,Unknown,,
Harry Taussig,Dorian Sonata,Unknown,,
Earth,Phase Shift,Unknown,,
Sandy Bull,Electric Blend,Unknown,,
Thunder And Roses,King Of The Black Sunrise,Unknown,,
"Lady Margaret Middle School, Southall",Land Of The Silver Birch,Unknown,,
Connexion,Many To Many,Unknown,,
"Patrick Shuldham-Shaw, Choir",Fire Down Below,Unknown,,
Michelle Brough Community Primary School,"White Horses, The Lonely Bull",Unknown,,
The Pupils & Staff Of The Dukeries Comprehensive School,Sonata For Seven Recorders,Unknown,,
The Tulketh Folk,The Pollution Song,Unknown,,
The Pupils & Staff Of The Dukeries Comprehensive School,Don't Think Twice,Unknown,,
"Gaslight, Gaslight Choir",Suzanne,Unknown,,
Gravesend School For Girls,Yellow Submarine,Unknown,,
Lady Margaret Middle School,Moonshadow,Unknown,,
Briar Patch,Women Of The Night,Unknown,,
Steve Young,Rock Salt and Nails,Unknown,,
Erik Darling,"Oh, What A Beautiful City",Unknown,,
Keith Sykes,The Diamonds,Unknown,,
Gary Smith,Windsinger,Unknown,,
Furry Lewis,I Will Turn Your Money Green,Unknown,,
Mark Lang,Emerald Bay,Unknown,,
Sandy Nassan,Jam (J Am),Unknown,,
"Gaslight, Gaslight Choir",Moonlight,Unknown,,
Sally Oldfield,Songs Of The Quendi: Night Theme,Unknown,,
The Sun Also Rises,Flowers,Unknown,,
Keith Pearson,Ours Is The Morning,Unknown,,
The Taverners,The Lark In The Morning,Unknown,,
Paul Wilson,Seven Gypsies,Unknown,,
Steeleye Span,Dark Eyed Sailor,Unknown,,
"Lal, Mike Waterson",Red Wine Promises,Unknown,,
Andy Roberts,Richmond,Unknown,,
Midnight Well,Nicky's Song,Unknown,,
Ian A. Anderson,Goblets And Elms,Unknown,,
Synanthesia,Rolling And Tumbling,Unknown,,
Robbie Burns,Travelling,Unknown,,
Various,Take Off Your Head And Listen,Unknown,,
Roy Bailey,Spare Me The Life Of Georgie,Unknown,,
Mike Heron,Brindaban,Unknown,,
"Tony Capstick, Hedgehog Pie",Sir Thomas Of Winesberry,Unknown,,
Cyril Tawney,The Oggie Man,Unknown,,
"Daevid Allen, Euterpe",Song Of Satisfaction,Unknown,,
Tom Newman,"She Said, She Said",Unknown,,
Vanilla Fudge,Ticket To Ride,Unknown,,
The Misunderstood,Golden Glass,Unknown,,
Child,Old Man River,Unknown,,
Calum Bryce,Love-Maker,Unknown,,
"Tom Rapp, Pearls Before Swine",Come To Me,Unknown,,
Paul Wibier,Satan (Theme),Unknown,,
The Outsiders,Go Go Ferrari,Unknown,,
The Lemon Drops,Flower Pure,Unknown,,
Tax Free,Along The Shadowed Quay,Unknown,,
Marc Jonson,Mother Jane,Unknown,,
The Strawberry Alarm Clock,Rainy Day Mushroom Pillow,Unknown,,
Vanilla Fudge,She`s Not There,Unknown,,
Tom Newman,Song For S.P.,Unknown,,
Marc Jonson,A Long Song,Unknown,,
Tom Rush,No Regrets,Unknown,,
