Artist,Title,Found on Spotify?,Spotify URI,Corrections
Thos. Rapp,I’m Going To City,Yes,,
Tony Mason,To Judy,Yes,,
John The Fish,A Leaf Must Fall,Yes,,
The Settlers,Dream,Yes,,
Howard Menger,Narration By Howard Menger Noted Lecturer And Author On Outer Space Flying Objects And Persons From Other Planets,Yes,,
Howard Menger,The Song From Saturn (Music From Another Planet),Yes,,
Michael Gramlich,The Godsinger Experience In Creating Oneness,Yes,,
Warren James & Friends,Floating On A Dark Wind,Yes,,
Daniel Lentz,On The Leopard Altar,Yes,spotify:track:01RWSaBCQFvp8aklAUjEjN,
Фирюза,Край Родной,Yes,,
Walsall Youth Jazz Orchestra,Aja,Yes,,
Maggie Holland,Just Like Tom Thumb's Blues,Yes,,
Suzanne Chawner,Blues Run The Game,Yes,,
Good Egg,Space Oddity,Yes,,
The Golliard,Without You,Yes,,
Doctor John - John F. Wands,Magnolia,Yes,,
The Crown Folk,Long About Now,Yes,,
Brenda Wootton,Lyonesse,Yes,,
Jane Roman-Pitte,Jai Guru Dev,Yes,spotify:track:1Ib5L3RqbgCZ1IauRHFrNY,
Ananda Thaliah,This Is Why I Sing,Yes,,
Phyl Sheridan,Black Gypsy,Yes,,
Moths,I Shall Be Released,Yes,,
Alex Atterson,Sweet Slavery,Yes,spotify:track:4t1VzRPgz53tZKLG52Dojp,
Mike Heron,Gauguin in the South Seas,Yes,spotify:track:73ys8leYSO0ESZtYnrntiF,
Hedgehog Pie,Dreamer,Yes,,
Chris Maerten,Sunday,Yes,,
Bob Hughes,Drifting Away,Yes,,
Blackthorne,After The Goldrush,Yes,,
Good Egg,After The Goldrush,Yes,,
The Cotswold Folk,After The Goldrush,Yes,,
Cheltenham Grammar School 1st Year Percussion Group,Improvisation,Yes,,
Mary Barnes,Three Candles,Yes,,
Archimedes Badkar,Tumpianomusik,Yes,,
Petals For The Altar,Ridhi Sidhi Data,Yes,,
Sue Downer & Arthur Hendrie,Phasin' Out,Yes,,
Nico Assumpção,Zona Oest,Yes,,
Best Friends,Raizkozmik,Yes,,
Jonathon Round,Sympathy For The Devil,Yes,,
J. Rider,Kiss Of Your Soul,Yes,,
The Contents Are,Recurring Changes,Yes,spotify:track:5Iy8VbffDbP8XtufmUTgPb,
These Are My Uncles,Hey Hey,Yes,,
Paul Witherspoon,Get Away,Yes,,
Siren,Boy’s Club,Yes,,
Automatic D’Lamini,I Don’t Want To Hurt My Father (But I’m In Love),Yes,,
Annie Lewis,The Lass With The Delicate Air,Yes,,
Mandy Morton Band,Valley Of Light,Yes,spotify:track:6G0e9KRuNF4NEhXFooko2s,
Jumpleads,False Knight On The Road,Yes,,
Cheltenham Grammar School Folk Group ‘Eclipse',I Think I’m Crying,Yes,,
Dando Shaft,Gloworm,Yes,,
Christopher Logue,"Rat, O Rat...",Yes,,
Robbie Basho,Bhupali,Yes,spotify:track:5YPwBr8OkxuQoRPNo4i9jB,
Michel Haumont,Mayaguana,Yes,,
Peter Stark,Raga For Bayleaf,Yes,spotify:track:1AzNiGzW3gh27m0nKrTdh5,
S.T. Mikael,Bom Bom Mahadev,Yes,spotify:track:2YESM8T5cJ9Vqwx19Z9Ow7,
A Cid Symphony,Pierced Hand Number 1,Yes,,
Christopher Logue,The Song Of The Imperial Carrion,Yes,spotify:track:3pZem6f0k8ha30KuUbgTL4,
Concert Dans L’œuf,A Santa Maria Dadas,Yes,,
The Habibiyya,Mandola,Yes,,
"Torkom Saraydarian, The High Mountain Band",More Radiant Than The Sun,Yes,,
Enrico Marcandalli,Giardini D’Oriente,Yes,spotify:track:4tFC09KbsZICHt8PXaVdSH,
Magic Carpet,All The Sins Of Man,Yes,,
Mark T. & Brickbats,Ashkebad,Yes,,
Stephen Coughlin,Mount Vision,Yes,,
Bobby Brown,My Hawaiian Home,Yes,,
John Campbell,Sunrise,Yes,spotify:track:3brEVBSLr766G88ecl1uIg,
Nigel Horton,Carry On,Yes,,
Alan James Eastwood,Lotus Child,Yes,spotify:track:32ulnwnuWREF25RdU9ug20,
Exil Harmony,Ne M’oubliez Pas,Yes,,
Madras Express,Age Tendre,Yes,,
Motherlode,When I Die,Yes,spotify:track:2h7A00Xc3UHDyGSLpKnBxa,
Rio Grande,Nice And Easy,Yes,spotify:track:2s0QzUzu4xC6aIAvSmuqoi,
Eggs Over Easy,Face Down In The Meadow,Yes,spotify:track:4pNxhyQoLmsn5Nwt3Fjsb2,
Billy Nicholls,Kew,Yes,,
Barry Blue,Rosetta Stone,Yes,,
Ramases,Glass Top Coffin,Yes,,
Hapshash And The Coloured Coat,The New Messiah Coming 1985,Yes,spotify:track:2DcYDNKS0lGwp4CIw7ii3y,
Doug Ashdown,I've Come To Save Your World (Mother Love),Yes,spotify:track:0jDSJxn9hGwsHOo5iBf7Yx,
Barclay James Harvest,The Iron Maiden,Yes,spotify:track:56RZq2Erp86Vo2GKU2Ppen,
Mike Heron,Flowers Of The Forest,Yes,,
Jon Betmead,Marie Elene,Yes,spotify:track:5dN6t1AwVTiwOszedlozbn,
Les Baxter,The Ancient Galleon,Yes,spotify:track:6R74f3N9ztWqYyqTHw5GkD,
Rosy Greca,Imensidão,Yes,,
Sue Downer & Arthur Hendrie,Do You Really Mean It?,Yes,,
"Stan Sulzmann, Tony Hymas",Arrival,Yes,,
"Colin Wilkie, Shirley Hart, Albert Mangelsdorff, Joki Freund",Fourth Flight,Yes,spotify:track:27IlPKl5R37JuifH9O7Muq,
Joki Freund Jazztett,From Time To Time,Yes,,
Walsall Youth Jazz Orchestra,Mixolydian Soul Frog,Yes,,
Sunflower Crew,Everyman,Yes,,
Sylvia Moore,Olorum Ma Ja Yarawa,Yes,,
Robbie Basho,Priest Spring Jazz,Yes,spotify:track:3HVSlIdDgZpzsUiDAVJuBM,
Earth Free,I Needed To Be In Love,Yes,,
Dave Blosse,The Dutchman,Yes,,
Illman Riley,Osprey,Yes,,
Enrico Marcandalli,Giardini D’Oriente,Yes,spotify:track:4tFC09KbsZICHt8PXaVdSH,
Ljubinka Radavanovic,Transcendental Dance,Yes,,
Tom Smith,Gymnopedies No. 2,Yes,spotify:track:6avKJnfeax5bkSmqUPc9Xi,
Natchez Trace,The Night They Drove Old Dixie Down,Yes,,
Symphonia Of Guitars,"The Good, The Bad, And The Ugly",Yes,,
Norman Dean,High Noon,Yes,,
Rod King,Two And A Half Yards Of Steel,Yes,,
Gravel,Train Song,Yes,,
Malcolm Price,State Of Arkansas,Yes,spotify:track:3tbJSjhiCgaTUs52gS9bsA,
Crowbait,When Are The Rains Gonna Fall,Yes,,
Emmitt Till,Nightwalkin',Yes,,
Bubblerock,(I Can't Get No) Satisfaction,Yes,,
More Singing At The Count House,There’s No More Cane,Yes,,
Orange Blossom Sound,Walkin’ Down The Line,Yes,spotify:track:2h9WGEX8FKDtKqp29sOjeD,
Paul Edwards,Play It Easy If You Want Me,Yes,,
Hooky,Moonbeam,Yes,,
Rod King,Killing Me Softly With His Song,Yes,,
Freddie Pascoe,Take It,Yes,,
Crowbait,Trade Winds,Yes,,
Dickon Reed,Fennario,Yes,,
John Lawson,Embryonic Journey,Yes,,
Taverners Of Brighton,Goodnight - A Very Cellular Song,Yes,,
Melvyn J. Willin,Flight Of The Magic Horse,Yes,,
Steve Shorrock,Spilt Milk Lane,Yes,,
Bill Morris & The Starlighters,You're My Gypsy,Yes,,
The Enid With Malcolm Le Maistre,Fool,Yes,,
Stoneferry,Workout / Bones Rag,Yes,,
The Art Snobs,Steam,Yes,,
P.T.A’s,The Little Sister,Yes,,
"Sharon Whitbread, Fred",Lazeras,Yes,,
Time Wasters,Seventh Wave,Yes,,
Help Yourself,Reaffirmation,Yes,spotify:track:6Y0AHtKkTZ9PaREeTnSQ94,
Howard Nishioka,"Carnivourous Dogaramus (For San Francisco, Streets and Dogs)",Yes,,
Elecampane,Water,Yes,,
Biplane,Mary Monday,Yes,,
David Bright & Sarah Farmer,Invalid,Yes,,
Dolphin,Hey Joe,Yes,,
Dolphin,The Actress,Yes,spotify:track:3FKqtkscFmf7NlfEm8ABfo,
C.t.a.-102,More Strangers,Yes,,
Dolphin,Nobody Else (Said The Sad Spaceman),Yes,spotify:track:797EXqQtcpXL3d2bHVAmPE,
Dolphin,The Glyderes,Yes,spotify:track:1kT0BmjuIUrLWLfUznkuyx,
Dolphin,Kong Hee Fat Choy,Yes,spotify:track:5WnXylKzZziDuwpM2Hfb7w,
Dolphin,Imagination Dancing,Yes,spotify:track:2HpU9QJFNAjrS2qQsPCj5M,
No Hat Moon,Won't You Dance With Me ,Yes,,
Dolphin,Dubby Dubby (Some Fun),Yes,spotify:track:3woYBt887DHEWzG9mWZQHt,
C.t.a.-102,A Thousand Days,Yes,,
Dolphin,Molecules,Yes,spotify:track:60WuoSEFYth70MQsl3ZWJD,
Dolphin,Street Angel,Yes,spotify:track:0govfob0ZiSr4SNkjngamt,
Dolphin,Siht Si Taw,Yes,,
Dolphin,Midnight,Yes,,
Dolphin,Only Seventeen,Yes,spotify:track:4FkHapppfKUYQIyiQzWuSt,
Dolphin,Top Of The Pops,Yes,spotify:track:5kyC78875kRVX4ysFUMbdN,
Margaret Wakely,Hard To Leave The Island,Yes,spotify:track:1kng7Zj0lYxbNkpb0BWet6,
Tim Hollier,Pour Toi,Yes,,
Malcolm Price,Our Lady Of The Woods,Yes,,
"Colin Wilkie, Shirley Hart",Central Ferry No. 2,Yes,spotify:track:5ZOdZgpU86o8zhl3p5hFEM,
Jodi Stecher & Krishna Bhatt,Don’t Get Trouble On Your Mind,Yes,,
Roy Williams Trinity,Don’t Be Cruel,Yes,,
Flaming Star,Planetary Commentary,Yes,,
Jumpleads,Poor Old Horse,Yes,,
Tonight At Noon,"Drill Ye Tarriers, Drill",Yes,,
Alan Draper & The Earth Magic Band,Marsupial Soda,Yes,,
John Lewis Smith,I Wanna Be Your Toothbrush Baby ,Yes,,
Jack Hardy,Ain’t Never Found A Good Woman,Yes,,
Pisces,If The Truth Be Known,Yes,,
Gene Estribou,You Know - The One You Played Saturday Night.,Yes,,
Dave Maddison,Largo For Whales,Yes,,
Brian Rapkin & Kelvin Jones,Where Was The Walrus When The Whale Was Wasting Away,Yes,,
Plexus,John O' Dreams,Yes,,
Amalgam,Tales Of Sadness,Yes,,
Elton Dean's Ninesense,Nicrotto,Yes,,
George Ohtsuka,Maracaibo Cornpone,Yes,spotify:track:6hG9XiE2vL94NaVS2oaJsL,
Bennie Maupin,The Jewel In The Lotus,Yes,spotify:track:3tuUlORtPyLKuMPLeSiD9P,
Hadley Caliman,Green Eyes,Yes,spotify:track:31VB6p2NXy9VIgAx40PoKy,
Masahiko Togashi,Moving,Yes,,
Abner Burnett,High Noon,Yes,spotify:track:3MZC0MNADib8wFc0zEBdNE,
James Hendricks,Summer Rain,Yes,,
Macko Palmer,Hurry Sundown,Yes,,
Cyrus,Brother Friend,Yes,,
Fraser & deBolt,Broad Daylight Woman,Yes,spotify:track:1Q4cuRhgGNZ2sxTeZ05D2j,
Caroline Peyton,Brister,Yes,spotify:track:4yR7SyxLRFFSWZFS7D3aU2,
Roy St. John,Slow Me Down,Yes,,
Michael Holmes,Something I Ate,Yes,spotify:track:3Oxy9mmrqDEtXl1aPiQm9u,
Mark James,Blue Water,Yes,spotify:track:73YKxgpF2qoMyTJZzXIbTa,
Terry Melcher,Arkansas,Yes,spotify:track:4ZTXFLnCuyFcBlmW6EdSd2,
Luke Gibson,Did You Ever,Yes,spotify:track:3B0hQiSHkXoXgfEcAO3CPm,
Roger Mason,Moi Je M’en Va,Yes,,
Tim Buckley,Look At The Fool,Yes,spotify:track:4B5YfxU2b5Lhrg8jHLXBXg,
Bonnie Koloc,Another New Morn',Yes,spotify:track:3tRwCpOPzdWQVaFrgGxNJi,
Bob Lucas,Easily,Yes,,
"Bob Brown, Sandy Fisher, Ron Johnson",First Light,Yes,spotify:track:3WcA8uF5bjOAEFowuywRpc,
Sally Townes,Slow Burning Candle,Yes,spotify:track:3hTZhhsjOh3QimONBAjDpn,
Olivier Bloch-Lane,Vu D’en Bas,Yes,,
Miller & Riley,How Long It’s Been,Yes,,
Quicksand,"Empty Street, Empty Heart",Yes,,
NazJazz,Changes,Yes,,
Emmanuelle Parenin,"Plume Blanche, Plume Noire",Yes,,
Chantal Weber,Ballade Aux Châtaignes Tombées,Yes,spotify:track:7qYkxOKFdK690v7lK3guda,
Pupil Banda Perfil,Sem Querer,Yes,,
"Wayne Canney, Tiger Rose",Sea,Yes,,
Gordon Rose,Witches Of Reality,Yes,,
Dennis Olivieri,I Cry Early In The Morning,Yes,spotify:track:5famTD3edAygVeRfObUGeL,
Jorge Galemire,Un Son,Yes,spotify:track:14dIeyUXx76FPsRIPGxzAa,
Marcos Valle,Malena,Yes,spotify:track:4CVLtsticOIvhIvqtnB4QV,
Vassilios Nikitakis,Sold,Yes,,
Bobby Jameson,Okey Fanokey Baby,Yes,,
Bobby Jameson,Too Many Mornings,Yes,,
Bobby Jameson,Left Handed Bird (Demo),Yes,,
Bobby Jameson,Norwegian Wood,Yes,,
Bobby Jameson,All I Want Is My Baby,Yes,,
Michele,Know Yourself,Yes,,
Ray Whitley,Take Back Your Mind,Yes,,
Bobby Jameson,Palo Alto,Yes,,
Bobby Jameson,Candy Coloured Dragon,Yes,,
Bobby Jameson,Girl From Vernon Mountain,Yes,,
Jameson,See Dawn,Yes,,
Bobby Jameson,The Weight,Yes,,
Bobby Jameson,Don’t Think Twice Its Alright,Yes,,
Bobby Jameson,Gotta' Find My Roogalator,Yes,,
Jameson,Places Times And The People,Yes,,
Jameson,Right By My Side,Yes,spotify:track:2gR7lhnoiFM4MaP8U6lN1u,
Bobby Jameson,Aint That Loving You Baby,Yes,,
Jameson,Who's Putting Who On,Yes,spotify:track:6hfImEd2fBjfrwIty2bFLY,
Bobby Jameson,I’ll Be Your Baby Tonight,Yes,,
Bobby Jameson,Low Down Funky Blues,Yes,,
Bobby Jameson,Silver Nail,Yes,,
Black Oney,Version Stormy Weather,Yes,,
Black Oney,Jah Jah Send The Parson,Yes,,
Latty,Can't Hide,Yes,,
Paul Whiteman,Say So (Version),Yes,,
Delinger,Freshly,Yes,,
Tapper Zukie,Natty Dread On The Mountain Top,Yes,spotify:track:6IiVnrSTqi7N5WAF5eb5IY,
Dennis Alcapone,Gorgon Youth,Yes,,
Tapper Zukie,Double Struggle,Yes,spotify:track:1r5sL7pOkOnJZtIY2SVBuY,
George Faith,Midnight Hour / Yaya,Yes,,
Lloyd & Devon,Wolf Out Deh,Yes,,
Lion Zion,Who Killed The Buffalo,Yes,,
Jah Woosh,Show Us The Way,Yes,,
Upsetters,Dub So,Yes,spotify:track:6hZaF4BCxiyyiZTrWmD2RU,
Junior Dread,A Wah Dat,Yes,spotify:track:4p6dDDZR8U63k0ksGTCTDe,
Pampidoo,Woman A Yu Yard A The Best,Yes,,
Papa Robert,Slick Chap,Yes,,
Nihilist Spasm Band,Destroy The Nations Again,Yes,,
Ash Ra Tempel,Light And Darkness,Yes,,
My Indole Ring,Orange Float Petals,Yes,,
Satya Sai Maitreya Kali,Color Fantasy,Yes,spotify:track:1b7JGBOVVbWE8759PPHJW6,
Aubrey Small,Gardenia,Yes,,
Robb Kunkel,O Light,Yes,spotify:track:4LLDzz5Cea9e2CsyuES1ja,
Keith Christmas,Travelling Down,Yes,spotify:track:20uu554kRZ7Pz0lcGPi36P,
Marc Brierley,Welcome To The Citadel,Yes,,
Bill Fay,Maudy La Lune,Yes,,
Billy Nicholls,Winter Rose,Yes,,
Nino Ferrer,Le Sud,Yes,spotify:track:7zjkSx1EUums3s1Yg2jPJD,
Mark Fry,Roses For Columbus,Yes,spotify:track:2gJWGC8MeU1jZsLsPqeM7o,
"Bread, Love & Dreams",Amaryllis Pt.3: Light,Yes,,
Agincourt,Barn Owl Blues,Yes,spotify:track:7wvX7UoCmrJTsbujR29yx7,
Medicine Head,Just Like Tom Thumb's Blues (Live),Yes,spotify:track:5bBVfNUhIPhyVPr2hfKZ96,
Children’s Dance,Harry Taussig,Yes,,
Springtime In Azalea City,John Fahey,Yes,,
Slide Guitar Foolin,Al Cook,Yes,,
Eeee Minor,Gene Estribou & Jean-Paul Pickens,Yes,,
Rose & Briar,George Cromarty,Yes,,
Studie Number 3,Russell Potter,Yes,,
The Dark In The Dish,Maurizio Angeletti,Yes,,
Ferns,Maurizio Angeletti,Yes,,
Ezra Fox,"Arvid Burman Smith, Jr",Yes,,
Raga,Jim Ohlschmidt,Yes,,
Carried Away,Carl Erdman,Yes,,
John’s Slow Blues In ‘E,Jim Ohlschmidt,Yes,,
"Wind’s Gonna Blow Your Blues Away, Poor Boy",Maurizio Angeletti,Yes,,
Abner Burnett And The Burnouts,Call In The Buzzards,Yes,,
Fruupp,Seaward Sunset,Yes,spotify:track:6zRoHshumglFjo0SOarN0S,
Heron,This Old Heart Of Mine,Yes,spotify:track:5hwswma9jiSiEwxKnkFFHH,
Meic Stevens,Yorric,Yes,spotify:track:3WkAm8CAIrZx4YWN1I8gXB,
Marc Brierly,Rel’s Song,Yes,,
Dando Shaft,River Boat,Yes,,
Plank Road String Band,Cello (Fallen Rocks),Yes,,
The Songwainers,Stormy,Yes,,
Tool Shed,Angel In Her Walk,Yes,,
The Masterminds,She Belongs To Me,Yes,,
The Chocolate Watchband,I Ain't No Miracle Worker,Yes,spotify:track:1TWEaTtEAwN0eU3bK6Ixeb,
Painted Ship,And She Said Yes,Yes,,
Forever Amber,My Friend,Yes,spotify:track:6lyuoPwYYnZlURw1spCfQX,
Rick Jarrard,High Coin,Yes,,
Storybook People,Do You Believe (1394),Yes,,
Dino Valente,Shame On You Babe,Yes,spotify:track:50BRQNjPux0xmMxzhFY49T,
Anthony Dare’s Progress,Devil,Yes,,
Blue Cheer,Black Sun,Yes,spotify:track:26HN0MVh7hBGqRbD9h1rT3,
Chris Lucey,Girl From Vernon Mt.,Yes,,
Dick Domane,Bad Dream,Yes,spotify:track:0SUZ6LbbgeXunJwyz6hTen,
Paul Martin,It Happened,Yes,spotify:track:6vJUCH2r3vC79aZQRLjkew,
Helium,Don’t Think Twice,Yes,,
Johnny’s Guitar,Suppanahong,Yes,,
German Oak,Rise Of The Swastika,Yes,,
Paternoster,Paternoster,Yes,spotify:track:2lpzibswJ2Jyc7UV4QI0Md,
International Harvester,Skördetiden (Harvest Time),Yes,,
Abner Burnett,Hindu Pickin' Cowboy,Yes,spotify:track:1TsPzf4nYxCi3kEPwllLT5,
High Mountain Hoedown,Blackberries,Yes,,
Eve,I've Got A Secret,Yes,spotify:track:0cB2tcZJqvAMpONyr0bgGm,
Hapshash And The Coloured Coat,Blue Narcissus,Yes,,
Medicine Head,Call On Your Saviour (And Sing With The Drum),Yes,,
Robbie Basho,Dance Collinda,Yes,,
Suni McGrath,"Hallelujah, I Belong To The Band",Yes,spotify:track:03yGfyckgAntNnzV4wvDxm,
Gary Burton,Faded Love,Yes,,
"Norman Blake, Tut Taylor, Sam Bush, Butch Robins, Vassar Clements, David Holland, Jethro Burns",Sauerkraut 'N Solar Energy,Yes,,
Stoney Lonesome,Everybodies Talkin,Yes,,
Homegas,It's Time,Yes,,
Abner Burnett,Ivory Thighs,Yes,spotify:track:5nwZxYukNbYynCz1GhqQ6H,
Mickey Newbury,You're Not My Same Sweet Baby,Yes,spotify:track:2p6UqpbjesTlLV5zJQmZCV,
Bob Carpenter,First Light,Yes,spotify:track:5eJ9qvRdC8BoD0wEJN1662,
Steve Young,Coyote,Yes,spotify:track:1rkBNkkYiEY4gDCrijMkqi,
George Winston,Song,Yes,spotify:track:1w3h4FYyiWs5fwajpNrzny,
"Roy Harvey, Jess Johnson",Guitar Rag,Yes,spotify:track:7u17nDsOY6jcGVPb8Eebey,
Mississippi Sheiks,Sitting On Top Of The World,Yes,spotify:track:1yKstW7Ip4oAflau46kTUj,
Leslie-Ann Beldamme,The One I Love,Yes,,
Dean Davis,Maria,Yes,,
John Golding,All My Words Were Taken Away ,Yes,,
Mike Heron,Maker Of Islands,Yes,spotify:track:4aMVD8UEmcHXbjXkxOtmLX,
Dorothy Carter,"Waillee, Waillee",Yes,spotify:track:2wOC7b4Wd2LcKafg7aVsj3,
Pat Kilroy,Cancereal,Yes,spotify:track:4bep0d6iF1HwZZ4CIyX6er,
Harry Taussig,Dorian Sonata,Yes,spotify:track:0fTfywfbrqwBLFCiapWy8M,
Earth,Phase Shift,Yes,,
Sandy Bull,Electric Blend,Yes,spotify:track:0Hq4uQ1fTGhGPA01eDhC2S,
Thunder And Roses,King Of The Black Sunrise,Yes,spotify:track:2MhzJrH5mPlwRr9zXKloOD,
"Lady Margaret Middle School, Southall",Land Of The Silver Birch,Yes,,
Connexion,Many To Many,Yes,,
"Patrick Shuldham-Shaw, Choir",Fire Down Below,Yes,,
Michelle Brough Community Primary School,"White Horses, The Lonely Bull",Yes,,
The Pupils & Staff Of The Dukeries Comprehensive School,Sonata For Seven Recorders,Yes,,
The Tulketh Folk,The Pollution Song,Yes,,
The Pupils & Staff Of The Dukeries Comprehensive School,Don't Think Twice,Yes,,
"Gaslight, Gaslight Choir",Suzanne,Yes,,
Gravesend School For Girls,Yellow Submarine,Yes,,
Lady Margaret Middle School,Moonshadow,Yes,,
Briar Patch,Women Of The Night,Yes,,
Steve Young,Rock Salt and Nails,Yes,spotify:track:4vuZnHyZvvFTjgrVxXIhNw,
Erik Darling,"Oh, What A Beautiful City",Yes,spotify:track:5HPv5fCUTIcxyzR0rpD3Dz,
Keith Sykes,The Diamonds,Yes,,
Gary Smith,Windsinger,Yes,,
Furry Lewis,I Will Turn Your Money Green,Yes,spotify:track:1NDhRrRoHPvHUtYvQQWEVa,
Mark Lang,Emerald Bay,Yes,,
Sandy Nassan,Jam (J Am),Yes,,
"Gaslight, Gaslight Choir",Moonlight,Yes,,
Sally Oldfield,Songs Of The Quendi: Night Theme,Yes,,
The Sun Also Rises,Flowers,Yes,spotify:track:4MlWeGqFveKUv6oe4KSyqU,
Keith Pearson,Ours Is The Morning,Yes,,
The Taverners,The Lark In The Morning,Yes,,
Paul Wilson,Seven Gypsies,Yes,,
Steeleye Span,Dark Eyed Sailor,Yes,spotify:track:3bt59z7yO9mu7rNlKfolNQ,
"Lal, Mike Waterson",Red Wine Promises,Yes,spotify:track:1diN1ETwFXrH1y2kUN6RVs,
Andy Roberts,Richmond,Yes,spotify:track:15KQxwlAMV1btZqX4NUOsF,
Midnight Well,Nicky's Song,Yes,spotify:track:6kCbyKd05eXqiCMPBcwumL,
Ian A. Anderson,Goblets And Elms,Yes,spotify:track:6jHgehkwD0GfiCK2QdB7o1,
Synanthesia,Rolling And Tumbling,Yes,spotify:track:57vb6dr0fauj5xI82F052k,
Robbie Burns,Travelling,Yes,,
Various,Take Off Your Head And Listen,Yes,,
Roy Bailey,Spare Me The Life Of Georgie,Yes,,
Mike Heron,Brindaban,Yes,,
"Tony Capstick, Hedgehog Pie",Sir Thomas Of Winesberry,Yes,,
Cyril Tawney,The Oggie Man,Yes,spotify:track:193FUv4Z6jfhp8G7ZCTuMP,
"Daevid Allen, Euterpe",Song Of Satisfaction,Yes,,
Tom Newman,"She Said, She Said",Yes,spotify:track:7mGgJcIwEQpX2NdxEL8GHM,
Vanilla Fudge,Ticket To Ride,Yes,spotify:track:0FjjFFPpvzC9sK3mdUenr2,
The Misunderstood,Golden Glass,Yes,spotify:track:6959x4i3zjfxh4Jm047mg0,
Child,Old Man River,Yes,,
Calum Bryce,Love-Maker,Yes,,
"Tom Rapp, Pearls Before Swine",Come To Me,Yes,spotify:track:7Kk9ntNkqs1UAKYJekzUVV,
Paul Wibier,Satan (Theme),Yes,,
The Outsiders,Go Go Ferrari,Yes,,
The Lemon Drops,Flower Pure,Yes,,
Tax Free,Along The Shadowed Quay,Yes,,
Marc Jonson,Mother Jane,Yes,,
The Strawberry Alarm Clock,Rainy Day Mushroom Pillow,Yes,spotify:track:35VcWn3lZ4ne9mhN8uMrFm,
Vanilla Fudge,She`s Not There,Yes,spotify:track:4k4tOrEj9F9pzgbzoC66Ym,
Tom Newman,Song For S.P.,Yes,,
Marc Jonson,A Long Song,Yes,,
Tom Rush,No Regrets,Yes,spotify:track:1n5vGIvh4CCnJLzHTFSBmz,
